QKEY,pre_accuracy,pre_percentile,pre_average_difficulty,pre_self_difficulty,Q1_W1,Q2_W1,Q3_W1,Q4_W1,Q5_W1,Q6_W1,Q7_W1,Q8_W1,Q9_W1,Q10_W1,Q11_W1,Q12_W1,Q13_W1,Q14_W1,Q15_W1,Q16_W1,Q17_W1,Q18_W1,Q19_W1,Q20_W1,post_accuracy,post_percentile,post_average_difficulty,post_self_difficulty,WEIGHT_W1
2001038,20,80,4,2,1,2,1,1,1,5,3,2,1,4,1,5,1,2,1,5,2,1,5,2,8,31,9,9,1.0
2001039,16,80,6,3,4,2,2,3,3,5,1,2,4,5,3,4,1,1,5,1,2,4,4,1,12,71,8,6,1.0
2001040,15,75,3,2,2,3,3,3,3,5,4,2,2,5,3,4,1,4,4,1,5,3,4,1,15,75,5,6,1.0
2001041,18,91,3,2,3,3,2,3,1,5,3,2,4,5,3,4,5,4,4,5,5,3,4,1,17,86,7,4,1.0
2001042,8,40,7,8,2,1,1,3,1,5,1,1,1,5,5,4,1,4,5,2,5,4,4,3,6,30,8,9,1.0
2001043,15,70,5,3,4,2,2,3,1,4,3,1,3,5,3,3,5,4,5,5,2,1,4,1,10,44,7,7,1.0
2001044,20,99,3,1,3,2,1,3,1,5,4,2,1,5,2,4,5,3,4,3,1,3,4,3,20,99,3,1,1.0
2001045,18,95,6,1,2,3,1,3,3,5,1,1,1,5,3,4,1,2,4,1,1,1,4,1,17,92,7,4,1.0
2001046,12,57,5,6,2,2,3,3,3,5,3,2,4,5,1,4,1,2,5,1,2,1,4,2,10,41,5,8,1.0
2001047,15,79,7,4,4,2,1,3,1,5,4,1,1,5,1,3,1,1,1,1,5,1,4,1,10,50,7,7,1.0
2001048,18,76,7,3,1,2,5,3,3,5,3,1,3,5,1,2,5,4,5,5,5,3,5,3,13,71,7,4,1.0
2001049,20,75,3,2,4,2,2,3,3,5,4,2,4,5,5,4,5,2,4,4,5,1,4,5,15,55,8,8,1.0
2001050,14,80,4,3,2,2,1,3,3,5,1,2,4,5,3,4,1,2,4,1,1,1,4,1,9,70,4,4,1.0
2001051,10,50,8,8,5,1,4,3,1,5,4,3,1,2,3,4,2,4,4,1,5,1,4,3,6,41,8,8,1.0
2001052,17,82,6,3,2,2,1,3,1,5,1,1,1,5,3,4,1,2,4,1,1,1,4,1,17,79,5,3,1.0
2001053,18,88,5,2,1,5,4,3,3,4,2,2,2,5,3,4,5,2,4,1,5,1,4,3,10,43,7,5,1.0
2001054,10,45,5,6,2,2,1,3,3,5,2,2,1,5,3,4,5,2,2,1,5,1,1,2,10,49,7,8,1.0
2001055,18,90,9,2,3,2,5,3,3,5,3,2,4,5,2,4,5,4,4,5,5,3,4,5,16,80,9,3,1.0
2001056,16,50,4,2,3,2,2,3,3,5,3,2,2,5,4,4,3,4,4,3,5,1,4,1,15,56,6,6,1.0
2001057,20,77,4,2,3,2,5,3,3,5,2,2,4,5,3,4,1,4,5,1,1,1,5,2,10,50,3,3,1.0
2001058,14,60,4,2,3,3,1,3,1,5,4,2,1,5,3,4,1,4,4,1,5,1,4,1,10,48,5,5,1.0
2001059,18,82,6,3,4,5,1,3,3,5,3,3,1,5,2,4,1,4,4,4,5,1,4,4,14,60,8,5,1.0
2001060,16,81,5,3,4,3,1,3,3,5,2,2,3,5,2,4,5,2,4,1,2,3,4,4,16,84,6,4,1.0
2001061,12,60,7,6,2,2,1,2,3,5,2,2,2,5,2,4,5,4,4,5,2,5,4,2,6,37,7,10,1.0
2001062,11,60,6,5,2,5,3,3,3,5,3,1,3,5,2,1,1,2,4,1,2,1,1,4,15,60,6,5,1.0
2001063,17,85,5,3,4,2,1,3,1,5,3,2,4,5,2,4,5,2,4,5,1,1,4,1,15,85,8,7,1.0
2001064,13,70,9,6,2,1,5,3,4,5,2,1,1,5,1,1,3,5,4,3,2,1,1,2,18,68,7,9,1.0
2001065,14,64,6,4,2,2,1,3,3,5,3,2,3,5,2,4,3,4,4,1,5,1,4,1,9,33,6,7,1.0
2001066,15,75,3,3,3,5,3,3,3,5,3,2,3,5,3,4,3,5,4,5,2,3,5,2,10,70,7,5,1.0
2001067,18,81,4,2,2,2,1,3,1,5,1,2,3,5,2,4,1,4,4,1,1,3,4,1,18,73,4,2,1.0
2001068,18,91,8,8,3,2,1,3,5,4,3,3,3,2,2,4,4,2,4,5,1,4,4,4,13,78,9,9,1.0
2001069,20,90,6,1,3,2,2,3,3,5,3,2,4,5,2,4,5,2,4,5,1,1,4,1,18,90,7,3,1.0
2001070,18,50,7,5,4,2,1,3,3,5,4,2,3,5,3,4,1,4,4,5,5,1,4,1,15,50,9,6,1.0
2001071,12,55,6,5,5,3,1,3,5,5,1,2,3,5,2,4,1,4,1,1,1,1,4,1,10,50,6,6,1.0
2001072,16,80,5,3,3,2,1,3,1,5,4,2,2,5,1,4,5,2,4,4,5,1,4,1,14,70,7,4,1.0
2001073,15,80,5,2,2,2,5,3,3,5,4,1,4,5,2,2,1,4,5,3,5,1,4,3,11,30,6,7,1.0
2001074,17,65,6,3,2,3,1,3,2,5,3,2,4,5,2,4,3,5,4,5,5,4,1,1,10,37,7,8,1.0
2001075,15,65,4,4,3,2,3,3,3,5,4,2,1,5,2,2,1,4,4,5,5,3,4,1,15,63,4,4,1.0
2001076,16,70,5,3,2,2,1,3,3,5,4,2,1,5,1,4,5,2,4,1,1,3,4,1,15,72,7,6,1.0
2001077,20,54,5,6,5,2,3,3,3,4,1,1,4,5,5,5,5,4,5,4,2,1,5,4,20,70,5,6,1.0
2001078,15,75,6,4,2,2,1,3,1,5,3,2,1,5,5,4,1,4,5,1,5,1,1,1,14,66,5,4,1.0
2001079,15,80,7,3,2,2,1,4,3,5,1,1,1,5,3,4,5,2,4,5,1,1,5,4,12,60,8,6,1.0
2001080,18,90,6,3,2,5,1,3,1,5,1,1,3,5,3,4,1,2,4,5,1,1,4,3,18,90,6,3,1.0
2001081,17,79,4,2,2,2,1,3,1,5,3,2,2,5,4,4,5,2,4,5,5,1,4,3,16,70,4,4,1.0
2001082,18,83,5,2,5,2,1,3,1,5,4,2,3,5,2,2,1,4,4,1,1,1,4,1,17,76,6,3,1.0
2001083,13,67,4,4,3,2,4,3,3,3,1,1,2,5,3,1,5,5,5,5,2,1,4,1,13,67,4,4,1.0
2001084,10,45,5,5,1,4,3,2,1,4,5,2,1,4,4,1,1,4,5,2,2,3,5,1,10,49,5,5,1.0
2001085,13,82,6,2,4,3,3,4,4,2,4,2,1,5,4,3,5,1,3,1,5,2,2,3,5,16,7,8,1.0
2001086,20,97,8,1,3,2,4,1,2,4,3,1,3,5,1,2,3,4,3,5,2,1,3,4,20,94,10,1,1.0
2001087,20,90,2,1,2,3,1,3,1,2,3,2,1,5,1,2,1,2,2,5,1,2,4,5,19,90,2,1,1.0
2001088,14,56,7,5,2,2,3,3,3,1,3,2,1,5,5,3,3,2,4,1,5,3,2,1,9,41,7,7,1.0
2001089,18,59,2,2,1,3,1,3,3,1,3,2,1,5,1,2,2,3,4,1,1,1,4,1,15,47,2,2,1.0
2001090,18,80,2,3,2,2,1,3,3,5,1,2,2,5,3,4,5,4,4,1,5,1,4,1,16,70,6,7,1.0
2001091,14,60,5,5,5,5,3,3,3,5,4,3,3,5,3,4,5,2,4,3,5,1,4,3,8,40,7,7,1.0
2001092,19,67,7,5,3,5,2,3,1,4,4,2,2,5,3,4,1,2,4,5,5,1,5,5,12,52,8,7,1.0
2001093,6,22,4,10,3,2,3,3,1,4,3,4,1,5,5,2,2,5,1,5,5,4,5,4,6,21,3,10,1.0
2001094,15,61,3,3,2,3,4,3,3,4,2,2,2,5,5,3,1,3,4,1,4,3,5,1,15,61,4,4,1.0
2001095,16,80,7,2,2,2,1,3,4,5,2,1,1,5,1,1,3,3,4,5,5,3,3,1,15,72,7,1,1.0
2001096,17,71,6,3,2,2,2,3,1,5,3,1,1,5,3,4,3,1,3,1,2,1,4,1,15,65,6,6,1.0
2001097,17,88,7,2,2,2,1,3,3,5,4,2,1,5,3,4,5,2,4,5,1,1,4,3,17,81,7,2,1.0
2001098,15,78,5,3,5,2,4,3,3,5,4,2,4,5,3,2,1,4,5,1,5,1,4,1,11,63,7,6,1.0
2001099,16,61,5,3,4,2,1,3,3,5,3,2,4,5,1,2,5,2,4,1,5,1,4,1,12,56,8,7,1.0
2001100,16,70,7,3,2,5,3,3,1,5,4,1,1,5,3,1,5,4,5,1,1,1,1,4,10,61,7,6,1.0
2001101,15,70,6,4,1,3,4,2,1,5,3,1,2,5,4,2,5,4,4,2,2,1,5,4,14,65,6,5,1.0
2001102,15,60,6,5,4,2,1,3,3,5,3,2,2,5,3,3,3,2,4,5,5,1,2,4,15,60,6,4,1.0
2001103,5,40,5,5,2,2,1,3,3,5,1,2,4,5,1,4,1,4,4,1,1,1,4,1,7,40,5,5,1.0
2001104,15,70,3,3,2,3,3,3,3,2,3,2,1,5,3,3,1,2,5,1,5,3,4,3,11,50,5,5,1.0
2001105,18,86,4,1,2,2,1,3,3,5,4,2,1,5,2,4,1,4,4,1,5,1,4,2,16,69,5,3,1.0
2001106,16,79,5,3,2,3,1,3,3,5,3,2,4,5,1,4,3,4,2,1,5,1,4,4,16,50,6,4,1.0
2001107,16,40,4,3,3,2,1,5,1,5,4,1,1,5,3,4,1,2,4,1,1,5,4,2,13,44,4,5,1.0
2001108,15,84,8,7,3,2,3,3,1,2,3,1,4,5,1,4,1,4,5,1,1,5,4,1,12,70,9,9,1.0
2001109,20,90,5,3,3,3,3,3,3,5,3,2,3,5,2,2,5,2,4,1,5,1,1,3,18,80,5,3,1.0
2001110,18,80,3,2,2,2,5,3,3,1,3,2,4,5,5,4,1,5,5,5,5,5,4,1,18,81,3,2,1.0
2001111,15,50,5,3,3,5,2,2,3,4,4,1,3,4,1,4,5,2,5,5,5,2,4,1,12,44,6,5,1.0
2001112,18,78,6,3,4,2,4,3,3,1,4,2,1,5,3,4,5,2,5,1,1,1,2,3,15,50,10,8,1.0
2001113,16,60,6,5,2,2,3,3,1,5,3,2,3,5,3,4,1,4,4,1,2,3,4,2,12,50,6,6,1.0
2001114,18,85,1,1,2,2,1,3,3,5,4,1,4,5,1,4,1,4,5,5,4,4,4,4,15,75,4,4,1.0
2001115,17,85,6,3,2,2,1,3,3,5,4,2,3,5,3,3,1,4,4,5,5,1,4,1,16,85,6,3,1.0
2001116,15,71,7,4,2,2,1,3,3,5,4,2,2,5,2,4,5,4,4,5,1,1,4,3,11,60,5,5,1.0
2001117,16,80,6,2,2,2,1,3,3,5,4,2,3,5,2,4,1,2,2,1,1,1,4,5,15,70,7,3,1.0
2001118,20,60,7,3,2,2,1,3,3,5,2,2,3,5,3,4,5,2,4,5,1,1,5,1,15,50,8,8,1.0
2001119,20,100,6,1,2,2,2,3,3,4,3,2,3,5,1,3,5,1,4,5,5,1,4,1,17,91,5,7,1.0
2001120,10,10,4,8,3,2,3,3,2,5,2,3,1,5,3,3,2,3,4,1,1,5,4,1,5,15,10,10,1.0
2001121,10,30,5,7,2,2,1,3,3,5,4,2,1,5,3,4,5,2,4,1,1,1,4,4,10,30,6,9,1.0
2001122,19,90,6,2,2,2,1,3,3,5,4,2,4,5,3,4,5,2,4,1,5,1,4,5,19,90,6,3,1.0
2001123,16,60,5,4,2,2,5,3,1,5,2,2,2,5,3,2,3,2,4,1,5,1,5,2,8,25,6,8,1.0
2001124,15,75,5,3,2,4,1,3,3,2,4,2,3,5,3,4,1,5,5,1,1,1,4,1,10,59,5,3,1.0
2001125,18,85,5,2,4,2,1,3,3,5,3,2,1,5,2,4,1,4,1,1,2,1,4,1,15,65,6,7,1.0
2001126,20,100,1,1,5,3,5,2,4,2,1,3,1,3,1,4,1,2,3,5,4,1,5,5,13,70,5,5,1.0
2001127,17,60,3,2,2,2,3,3,1,5,3,2,1,5,3,4,3,4,4,1,5,1,5,1,18,75,3,2,1.0
2001128,10,47,7,7,2,2,1,3,4,5,3,3,2,5,4,1,1,4,3,5,2,3,3,1,5,22,8,9,1.0
2001129,15,70,3,3,3,2,1,3,1,5,3,2,2,5,1,4,5,4,1,1,5,1,4,1,10,50,7,5,1.0
2001130,17,84,5,2,2,2,1,3,1,5,3,2,4,5,4,4,1,2,4,5,2,1,4,1,15,76,6,4,1.0
2001131,13,51,4,3,2,2,3,3,1,4,3,2,1,5,3,4,1,4,4,5,2,1,5,4,10,50,5,5,1.0
2001132,15,50,5,5,4,3,3,3,3,5,3,2,2,5,2,4,5,1,4,5,2,3,4,2,15,51,5,5,1.0
2001133,15,55,7,4,4,3,2,3,3,3,4,3,1,5,3,4,1,2,5,5,5,3,1,4,10,50,5,5,1.0
2001134,14,70,3,4,2,2,5,3,5,5,3,2,3,5,1,3,1,2,5,1,2,1,1,4,14,65,6,7,1.0
2001135,18,80,6,3,3,2,1,3,3,5,2,2,2,5,3,4,5,4,1,1,2,3,4,1,18,80,6,3,1.0
2001136,17,80,4,3,3,5,5,3,3,5,4,3,3,5,4,2,5,4,4,5,4,4,5,4,12,40,7,7,1.0
2001137,15,40,3,3,2,2,3,3,1,5,4,2,3,5,1,4,5,4,5,1,1,3,4,1,15,43,3,4,1.0
2001138,15,71,5,2,3,2,5,5,3,5,4,2,2,5,3,2,2,4,4,4,5,1,4,3,15,79,5,3,1.0
2001139,14,82,2,1,4,2,3,3,3,3,2,2,1,5,2,4,1,4,4,5,1,4,4,3,14,79,5,6,1.0
2001140,15,75,5,1,3,5,3,3,1,4,1,3,1,5,1,4,1,1,4,5,5,1,5,4,15,55,7,5,1.0
2001141,20,95,5,2,2,2,1,3,3,5,1,2,2,5,2,4,1,2,4,1,1,1,4,1,19,94,5,3,1.0
2001142,14,54,5,5,2,2,2,3,1,2,1,2,3,5,3,3,1,1,4,1,1,1,4,1,12,36,7,7,1.0
2001143,15,70,5,3,2,2,3,3,1,3,3,2,3,5,1,4,1,2,4,1,1,1,4,4,12,50,5,5,1.0
2001144,18,78,3,2,2,2,3,3,3,5,3,3,2,1,3,1,2,4,4,5,1,1,4,2,17,71,4,3,1.0
2001145,14,60,9,7,2,2,5,3,3,5,3,2,4,5,5,4,5,2,4,5,5,2,4,3,14,61,9,8,1.0
2001146,15,70,7,7,3,2,5,3,4,5,4,2,3,5,4,3,3,2,4,5,5,5,4,4,10,52,7,7,1.0
2001147,18,60,5,3,2,2,3,3,3,5,3,2,4,5,2,4,1,2,4,1,1,1,4,1,18,60,5,4,1.0
2001148,16,62,5,3,2,5,3,3,1,5,1,1,3,5,3,3,1,2,2,5,5,3,4,2,17,70,6,4,1.0
2001149,17,85,3,2,3,2,3,3,3,5,2,2,3,5,5,4,1,2,4,5,2,1,4,3,16,64,4,3,1.0
2001150,12,67,6,3,2,2,3,3,3,5,1,1,1,5,3,4,1,1,4,1,1,1,4,3,12,57,7,5,1.0
2001151,15,62,4,4,5,2,1,2,1,5,1,1,1,5,1,4,5,2,5,1,5,1,1,3,8,40,6,8,1.0
2001152,11,58,3,9,2,2,1,2,3,5,3,1,2,5,1,4,1,4,5,5,1,1,1,2,12,69,4,8,1.0
2001153,14,61,6,5,4,2,5,3,3,5,4,2,5,5,3,2,5,4,4,1,5,1,4,4,10,55,8,7,1.0
2001154,20,95,6,1,2,2,1,3,1,5,1,2,1,5,2,4,1,4,4,1,1,1,1,1,20,95,6,1,1.0
2001155,14,77,5,3,5,2,2,2,1,5,4,1,2,5,2,2,5,2,4,5,2,1,5,3,12,64,4,4,1.0
2001156,18,91,2,3,2,2,2,1,4,1,3,2,1,5,3,4,1,5,1,1,2,3,1,3,15,70,6,6,1.0
2001157,16,70,6,4,5,2,3,2,3,5,2,2,3,5,1,3,5,4,5,5,5,5,4,4,16,72,5,4,1.0
2001158,11,71,5,5,3,1,3,3,1,5,1,3,1,5,5,4,5,5,3,1,2,5,5,1,11,62,6,6,1.0
2001159,19,99,6,1,2,2,5,3,3,5,3,2,4,5,2,4,5,4,5,1,5,1,4,1,18,95,7,2,1.0
2001160,17,75,5,3,2,2,1,3,3,5,4,2,1,5,3,4,5,3,4,5,1,1,5,3,18,70,6,4,1.0
2001161,18,95,6,1,2,2,1,3,3,5,3,2,1,5,2,4,1,2,4,5,2,1,4,1,15,70,5,2,1.0
2001162,18,72,7,4,2,2,1,3,1,5,3,2,2,5,2,4,3,3,4,1,1,1,4,2,17,73,8,7,1.0
2001163,19,58,5,4,3,3,3,5,3,3,5,1,1,4,5,4,3,1,4,1,5,4,4,2,10,54,6,6,1.0
2001164,17,70,4,3,3,2,1,3,3,5,4,2,3,5,3,3,1,1,4,5,5,1,1,1,11,39,7,5,1.0
2001165,18,80,4,2,2,2,5,3,3,4,3,2,4,5,5,4,1,4,4,5,5,1,4,1,18,80,3,1,1.0
2001166,8,51,6,7,3,5,5,3,3,2,4,2,2,5,5,4,5,4,4,5,5,4,4,3,4,10,5,9,1.0
2001167,15,50,5,5,2,2,4,3,1,5,4,2,3,5,3,4,5,5,5,3,1,3,4,2,15,50,5,5,1.0
2001168,15,75,4,2,2,2,3,3,1,5,1,2,3,5,5,4,1,2,4,5,1,1,4,1,20,80,4,2,1.0
2001169,18,92,5,1,2,2,4,3,3,5,4,2,2,5,3,4,5,4,4,1,1,3,4,1,17,90,8,3,1.0
2001170,12,80,5,2,2,3,3,3,3,5,3,1,1,5,2,4,1,3,5,1,1,1,4,4,10,60,8,6,1.0
2001171,10,50,6,3,2,2,1,3,3,5,4,1,4,5,3,4,1,4,4,1,5,1,4,2,10,70,8,4,1.0
2001172,15,70,6,5,2,2,1,3,1,5,3,1,5,5,3,4,5,3,5,1,5,1,1,3,13,52,7,6,1.0
2001173,16,80,5,3,2,2,3,3,1,5,4,2,2,5,2,4,1,4,4,5,2,1,4,4,16,80,5,3,1.0
2001174,18,84,6,1,3,5,5,3,2,5,3,2,3,5,3,2,5,2,4,5,5,3,5,4,17,75,6,4,1.0
2001175,13,66,5,4,2,3,4,3,3,5,4,2,1,5,4,1,3,2,4,3,4,2,5,2,7,45,5,8,1.0
2001176,8,51,7,8,2,3,1,3,4,4,3,1,1,5,3,4,1,5,4,3,2,4,4,3,4,13,6,8,1.0
2001177,13,60,7,7,2,5,2,3,3,5,4,2,1,5,3,4,5,2,5,1,2,4,4,2,8,20,8,4,1.0
2001178,16,55,5,3,2,2,1,3,3,1,1,2,2,5,2,1,1,4,5,1,2,1,4,3,16,90,6,3,1.0
2001179,15,60,6,3,2,2,4,4,1,5,3,1,2,5,2,4,1,4,4,5,5,2,4,5,10,50,8,10,1.0
2001180,15,20,1,1,3,5,3,3,3,5,4,2,3,5,3,4,3,2,3,5,2,1,5,4,11,20,1,2,1.0
2001181,15,80,5,3,2,2,3,3,3,5,3,2,2,5,3,4,5,2,4,1,5,5,5,1,16,80,6,5,1.0
2001182,20,95,5,1,2,2,1,3,3,2,4,1,2,5,2,3,1,3,5,1,5,3,1,1,10,62,7,4,1.0
2001183,16,80,5,3,2,2,1,3,3,5,4,2,1,5,2,4,1,2,4,1,5,1,4,1,15,58,5,3,1.0
2001184,15,50,7,7,3,2,1,3,1,5,4,2,4,5,3,4,1,2,2,1,5,2,5,3,12,33,7,8,1.0
2001185,18,89,4,1,2,3,2,3,1,3,4,2,2,5,1,3,1,4,3,2,5,1,2,4,15,83,4,4,1.0
2001186,20,80,3,3,1,5,3,3,3,4,3,2,4,2,5,4,2,2,4,3,3,5,4,4,10,80,5,5,1.0
2001187,17,85,4,3,2,2,1,3,5,5,3,2,1,5,5,4,1,4,4,1,1,1,4,5,18,88,4,3,1.0
2001188,20,83,5,1,3,2,5,3,1,5,4,1,5,5,1,4,5,4,4,1,4,4,5,4,10,50,5,8,1.0
2001189,10,50,5,5,2,3,1,2,3,5,2,1,1,1,1,4,1,2,3,5,2,1,4,2,10,50,6,7,1.0
2001190,20,50,1,1,2,2,5,3,1,5,3,2,3,5,3,4,1,2,4,1,1,1,4,1,15,50,2,2,1.0
2001191,17,85,7,3,2,2,1,3,1,4,2,2,1,5,4,1,5,1,5,5,5,3,4,1,15,75,8,7,1.0
2001192,14,61,5,4,4,2,1,3,3,5,2,2,2,5,3,4,1,4,4,3,5,1,4,1,15,70,6,3,1.0
2001193,15,75,7,5,4,2,3,3,3,3,3,2,2,5,3,4,3,2,5,5,5,5,4,5,8,34,8,9,1.0
2001194,17,81,5,2,2,2,1,3,3,1,1,1,1,2,1,4,1,1,4,1,5,1,4,1,15,90,9,7,1.0
2001195,20,90,5,1,3,3,1,3,3,5,2,2,2,5,2,2,1,4,4,5,1,5,4,3,18,90,5,1,1.0
2001196,10,50,7,7,2,2,1,3,3,5,4,2,4,5,1,4,1,2,2,5,5,1,4,1,8,50,9,9,1.0
2001197,15,90,7,2,2,2,3,3,1,5,3,2,4,5,3,4,1,3,3,5,1,1,1,1,13,77,9,7,1.0
2001198,18,70,3,3,2,2,1,3,3,5,3,2,4,5,2,4,5,2,4,1,1,1,4,1,14,50,4,8,1.0
2001199,15,70,2,2,2,2,1,3,3,4,3,3,2,2,2,2,1,2,5,1,5,1,4,3,10,30,9,9,1.0
2001200,20,90,5,1,2,2,3,3,1,5,2,2,3,5,2,4,1,2,4,1,5,1,4,1,16,80,6,5,1.0
2001201,12,75,8,5,2,2,1,3,1,5,3,1,1,5,1,3,1,4,4,5,5,1,4,1,8,70,9,8,1.0
2001202,14,66,5,4,2,5,3,3,1,5,3,1,1,5,3,4,1,2,1,3,1,1,4,4,9,52,7,8,1.0
2001203,13,38,5,3,2,2,3,3,1,5,1,1,1,5,3,3,1,2,4,5,1,3,5,4,14,29,4,6,1.0
2001204,15,74,5,5,1,2,5,3,5,5,1,2,4,5,2,2,3,3,5,2,2,4,4,1,15,59,7,6,1.0
2001205,15,50,6,4,3,2,1,3,3,5,1,1,5,5,3,4,1,4,5,1,5,3,4,5,10,27,5,7,1.0
2001206,17,81,8,3,2,2,3,3,5,1,3,3,3,5,2,1,1,4,5,5,5,2,4,2,15,80,7,4,1.0
2001207,18,74,5,2,2,5,1,3,3,5,4,2,2,5,2,4,1,4,5,1,5,1,4,2,13,60,9,5,1.0
2001208,15,50,6,7,2,2,5,2,3,5,4,2,4,5,5,4,1,2,4,5,5,1,5,5,9,29,6,9,1.0
2001209,13,43,4,3,2,2,5,3,3,5,3,2,3,5,2,2,5,2,4,5,2,1,5,5,10,38,5,6,1.0
2001210,13,73,6,3,4,2,5,3,3,5,4,3,2,5,1,2,2,5,5,3,5,4,4,1,13,75,7,6,1.0
2001211,10,56,10,9,5,2,3,3,3,5,4,2,2,5,3,4,5,4,5,3,5,1,4,1,8,55,10,10,1.0
2001212,20,86,6,1,2,3,1,3,3,5,3,2,2,5,2,4,5,2,4,1,2,1,1,4,15,80,4,6,1.0
2001213,20,100,3,1,2,2,1,3,3,5,4,2,2,5,3,4,5,2,5,1,5,1,4,3,15,70,5,6,1.0
2001214,17,84,2,3,3,2,5,3,3,5,2,2,2,5,2,4,5,2,4,3,2,3,4,1,15,50,5,5,1.0
2001215,20,96,1,1,1,2,2,2,2,5,5,4,1,1,1,5,1,2,4,2,2,2,1,2,8,38,7,7,1.0
2001216,18,81,4,5,3,2,5,2,5,5,4,2,1,5,3,2,5,1,2,1,5,3,1,5,15,73,9,8,1.0
2001217,20,94,7,1,3,2,3,3,2,5,3,3,1,5,3,4,5,2,5,5,5,3,4,4,15,49,7,6,1.0
2001218,17,95,6,1,2,2,1,3,3,5,4,2,1,5,3,4,5,2,5,1,5,1,4,2,14,61,8,6,1.0
2001219,16,76,7,4,3,3,1,3,1,4,4,2,2,5,1,4,3,5,4,5,5,3,4,4,10,62,7,7,1.0
2001220,10,59,5,6,4,4,2,2,1,5,4,4,3,1,1,3,4,4,2,2,2,4,3,5,3,50,7,6,1.0
2001221,12,44,4,5,2,2,3,3,4,5,3,2,1,5,2,4,3,2,4,5,1,1,4,3,10,52,6,7,1.0
2001222,15,81,5,4,3,1,1,3,1,5,2,1,2,5,1,4,5,4,4,1,2,1,4,2,13,70,6,5,1.0
2001223,10,50,6,7,2,2,3,3,3,5,2,2,3,5,2,4,5,2,4,1,2,3,4,3,5,10,7,9,1.0
2001224,17,78,7,9,1,2,1,3,3,5,2,2,3,5,4,4,1,2,4,1,2,3,4,4,15,49,8,7,1.0
2001225,10,50,6,5,2,2,1,3,2,5,3,2,3,5,2,4,3,2,4,4,2,1,4,4,10,50,6,5,1.0
2001226,15,54,6,8,1,4,4,3,2,5,3,1,5,4,1,4,3,5,4,5,2,3,3,2,10,58,5,5,1.0
2001227,15,61,2,2,2,2,1,3,1,5,4,2,3,5,3,4,5,2,4,1,1,1,4,1,12,38,8,8,1.0
2001228,12,69,7,5,2,2,2,3,1,5,2,2,2,5,4,4,1,1,4,1,1,1,4,4,12,61,5,5,1.0
2001229,15,50,3,3,2,3,3,5,1,5,4,2,2,5,5,4,5,4,4,1,1,1,4,2,15,50,4,5,1.0
2001230,19,80,2,1,2,3,1,3,1,5,1,2,1,5,1,4,1,4,4,1,1,3,4,1,16,80,3,2,1.0
2001231,20,93,4,1,2,2,1,5,3,2,1,3,2,5,3,3,5,2,5,5,2,1,1,1,19,92,3,2,1.0
2001232,17,73,3,3,2,5,1,3,5,5,2,2,1,5,3,1,2,2,4,4,3,3,1,5,13,41,9,9,1.0
2001233,17,80,5,3,1,2,5,3,3,5,4,2,1,5,1,4,5,4,5,5,5,3,4,3,10,50,5,5,1.0
2001234,10,50,7,6,4,3,3,2,2,4,2,3,3,5,3,4,5,1,4,3,2,1,4,1,6,30,7,8,1.0
2001235,10,62,5,7,2,1,2,1,1,1,1,1,2,1,5,4,1,4,1,1,2,1,3,4,15,53,6,8,1.0
2001236,15,55,5,3,4,2,1,3,3,5,4,2,4,5,2,4,1,4,4,1,1,1,4,1,17,55,8,8,1.0
2001237,16,85,9,4,3,3,5,5,1,5,3,1,2,5,3,4,5,1,5,1,5,1,4,2,19,90,8,3,1.0
2001238,14,61,5,3,3,2,2,2,3,3,2,2,1,5,4,3,3,2,3,1,1,3,4,1,10,40,7,8,1.0
2001239,15,57,5,7,4,2,3,3,3,5,3,2,3,5,2,4,5,4,5,3,5,5,4,2,12,55,6,8,1.0
2001240,17,61,3,3,3,3,1,3,1,5,4,3,2,5,3,1,5,4,4,1,1,1,4,1,10,50,4,4,1.0
2001241,18,50,5,4,2,3,1,3,3,5,4,2,2,5,1,2,3,2,4,1,5,1,4,3,15,54,6,7,1.0
2001242,13,40,3,4,5,2,2,3,3,5,4,1,1,1,1,2,4,4,4,1,5,1,4,5,10,30,4,7,1.0
2001243,14,62,5,4,2,2,1,3,3,5,3,2,2,5,3,4,5,4,5,5,1,3,4,1,13,44,5,5,1.0
2001244,17,90,5,2,3,2,3,3,2,5,4,2,2,5,5,4,5,2,4,5,5,3,4,3,14,85,6,5,1.0
2001245,16,90,4,2,2,2,1,3,3,5,4,2,4,5,2,4,5,4,4,1,1,3,4,1,15,90,4,3,1.0
2001246,17,75,5,3,4,2,5,3,3,5,1,2,2,5,2,4,1,2,4,1,2,1,4,1,12,60,5,4,1.0
2001247,18,58,6,6,2,2,3,3,1,5,4,1,3,5,4,4,3,2,4,2,2,2,1,4,16,45,5,5,1.0
2001248,18,88,5,3,1,2,3,3,1,5,3,3,1,5,5,4,3,4,4,4,5,3,5,4,15,70,6,8,1.0
2001249,20,96,2,2,2,2,5,3,2,4,3,2,1,5,3,1,5,3,5,2,4,1,5,3,15,65,5,5,1.0
2001250,18,90,4,2,3,2,2,3,3,5,4,2,2,5,3,4,1,2,4,5,2,3,4,5,14,60,8,8,1.0
2001251,15,58,7,8,2,3,2,3,3,1,3,2,1,5,1,4,1,2,5,5,5,1,4,1,13,64,7,8,1.0
2001252,20,95,2,3,2,2,3,3,3,5,3,2,4,5,3,4,5,1,4,3,5,1,4,4,10,62,6,9,1.0
