QKEY,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID16_W1,BLOCK0QID17_W1,BLOCK0QID18_W1,BLOCK0QID19_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK0QID23_W1,BLOCK0QID24_W1,BLOCK2QID56_W1,BLOCK2QID57_W1,BLOCK2QID58_W1,BLOCK2QID59_W1,BLOCK2QID60_W1,BLOCK2QID61_W1,BLOCK2QID63_W1,BLOCK2QID64_W1,BLOCK2QID65_W1,BLOCK2QID66_W1,BLOCK2QID67_W1,BLOCK2QID68_W1,BLOCK2QID69_W1,BLOCK2QID70_W1,BLOCK2QID71_W1,BLOCK2QID72_W1,BLOCK2QID74_W1,BLOCK2QID75_W1,BLOCK2QID76_W1,BLOCK2QID77_W1,BLOCK2QID78_W1,BLOCK2QID79_W1,BLOCK2QID81_W1,BLOCK2QID82_W1,BLOCK2QID83_W1,BLOCK2QID80_W1,BLOCK2QID278_W1,BLOCK2QID268_W1,BLOCK2QID269_W1,BLOCK2QID270_W1,BLOCK2QID279_W1,BLOCK2QID271_W1,BLOCK2QID272_W1,BLOCK2QID273_W1,BLOCK2QID274_W1,BLOCK2QID275_W1,BLOCK2QID276_W1,BLOCK2QID277_W1,BLOCK4QID224_W1,BLOCK4QID225_W1,BLOCK4QID226_W1,BLOCK4QID227_W1,BLOCK4QID228_W1,BLOCK4QID229_W1,BLOCK4QID230_W1,BLOCK4QID149_W1,BLOCK4QID150_W1,BLOCK4QID151_W1,BLOCK4QID152_W1,BLOCK6QID36_W1,BLOCK6QID37_W1,BLOCK6QID38_W1,BLOCK6QID39_W1,BLOCK6QID40_W1,BLOCK6QID41_W1,BLOCK6QID42_W1,BLOCK6QID217_W1,BLOCK6QID218_W1,BLOCK6QID219_W1,BLOCK6QID220_W1,BLOCK9QID117_W1,BLOCK9QID118_W1,BLOCK9QID119_W1,BLOCK9QID120_W1,BLOCK9QID121_W1,BLOCK9QID122_W1,BLOCK10QID31_W1,BLOCK10QID32_W1,BLOCK10QID33_W1,BLOCK10QID34_W1,BLOCK10QID126_W1,BLOCK10QID128_W1,BLOCK10QID129_W1,BLOCK10QID130_W1,BLOCK10QID131_W1,BLOCK10QID132_W1,BLOCK10QID133_W1,BLOCK10QID134_W1,BLOCK10QID136_W1,BLOCK10QID137_W1,BLOCK10QID138_W1,BLOCK10QID139_W1,BLOCK10QID140_W1,BLOCK10QID141_W1,BLOCK10QID142_W1,BLOCK10QID143_W1,BLOCK10QID144_W1,BLOCK10QID145_W1,BLOCK10QID146_W1,BLOCK10QID147_W1,BLOCK10QID148_W1,BLOCK11QID221_W1,BLOCK12QID231_W1,BLOCK15QID158_W1,BLOCK17QID161_W1,BLOCK18QID163_W1,BLOCK19QID167_W1,BLOCK20QID173_W1,BLOCK21QID176_W1,BLOCK22QID179_W1,BLOCK24QID184_W1,BLOCK25QID190_W1,BLOCK26QID192_W1,BLOCK27QID195_W1,BLOCK29QID291_W1,BLOCK29QID196_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1,WEIGHT_W1
10000492,1,1,2,6,1,1,1,2,4,2,5,3,3,1,4,3,2,2,6,3,1,4,4,3,3,1,3,1,4,3,1,5,3,1,4,3,5,3,5,3,1,3,3,2,1,1,1,2,1,1,2,2,4,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,2,1,1,1,1,1,2,11,11,7,5,3,4,1,4,3,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,2,2,1,4,4,7,,,,,,2,,2,6,4,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1.0
10000493,3,1,2,2,4,1,2,11,6,3,2,5,2,3,4,2,2,7,4,1,1,4,5,1,3,1,4,4,4,3,1,5,3,1,4,5,4,3,5,3,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,1,3,2,1,3,3,1,1,1,1,1,6,16,13,10,7,4,1,1,5,5,3,2,2,2,2,2,2,2,4,2,2,2,3,2,4,2,2,4,2,1,2,1,4,4,6,,1,,,,,,1,6,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1.0
10000494,3,1,2,3,1,1,6,11,5,3,2,4,2,4,4,3,2,6,1,4,1,4,5,5,3,1,3,1,4,3,1,5,2,1,4,3,3,3,5,3,1,3,3,2,1,1,1,2,2,1,2,2,3,1,1,1,1,2,2,1,1,2,2,1,3,2,1,2,3,2,1,1,1,1,4,7,6,5,4,3,5,3,4,4,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,4,2,,,1,,,,2,5,1,,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1.0
10000495,2,2,3,3,1,1,3,1,4,1,1,2,1,2,2,5,6,8,8,8,1,4,5,4,4,3,1,3,4,3,1,2,1,1,5,3,3,3,5,3,1,2,1,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,1,1,1,1,1,4,8,5,5,5,2,1,1,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,,,,1,3,4,3,,,,,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1.0
10000496,4,2,3,2,4,1,5,2,1,1,3,2,2,1,4,5,4,8,5,7,1,4,5,3,3,4,2,1,1,3,1,5,1,1,4,3,3,3,5,3,1,2,3,1,2,1,2,2,1,1,2,2,5,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,3,2,1,1,1,2,4,15,6,9,6,3,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,,1,,,,,1,,,,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1.0
10000497,2,2,3,3,1,1,2,12,6,2,4,5,2,3,5,3,1,3,2,1,1,4,5,3,3,1,3,3,4,3,1,1,3,1,4,2,5,3,5,3,1,2,1,2,1,1,1,2,1,1,1,2,4,1,1,1,1,1,2,2,1,1,2,1,3,2,1,2,3,1,1,1,1,2,4,11,7,6,4,2,10,3,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,3,1,2,2,2,1,4,,,1,1,,,,,,,6,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1.0
10000498,2,2,4,4,1,1,3,1,6,2,1,5,1,7,4,3,3,7,4,1,4,5,4,4,2,1,3,1,4,3,1,1,3,5,4,3,3,3,5,3,1,2,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2,2,1,3,3,1,2,3,2,1,1,1,1,5,11,7,7,5,3,7,3,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,,1,,3,5,6,2,,1,,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1.0
10000499,3,1,3,6,2,1,1,1,2,2,2,4,2,2,4,5,5,6,4,3,5,4,4,5,4,4,3,3,5,4,4,3,2,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,2,1,2,1,3,2,1,2,2,1,1,1,1,1,4,9,7,6,4,3,6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,,,,,,,,,,,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
10000500,4,2,2,4,1,1,1,1,3,3,2,3,5,2,4,3,2,6,5,2,1,2,5,1,3,1,3,1,1,5,1,1,3,1,4,3,3,5,4,3,1,3,3,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,1,3,2,1,3,3,1,1,1,1,1,5,12,10,8,6,4,7,4,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,4,3,,1,1,,,,2,10,2,,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1.0
10000501,3,1,2,5,1,1,6,1,6,1,3,1,1,1,4,3,2,6,1,2,1,4,5,3,3,1,3,5,4,3,4,5,3,1,4,3,3,3,5,3,1,3,3,2,1,1,1,2,2,1,2,2,4,2,1,1,1,1,1,1,1,2,2,1,3,2,1,2,2,1,1,1,1,1,6,16,13,10,7,4,3,1,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,4,,6,1,1,,,,2,,,4,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1.0
10000502,3,1,2,5,1,1,2,12,6,3,2,5,2,1,4,3,2,6,1,2,1,4,5,3,3,2,3,1,4,3,1,3,3,4,4,3,3,4,5,3,1,2,3,2,1,1,1,2,2,1,2,2,3,1,2,1,1,2,2,1,1,2,2,1,3,2,1,2,3,1,1,1,1,1,3,8,7,5,4,4,7,3,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,4,,,1,1,2,5,6,2,,,6,4,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1.0
10000503,4,1,2,5,1,1,1,1,3,1,2,1,2,1,2,3,5,5,4,1,1,4,4,4,3,1,3,5,1,4,4,5,3,1,5,2,5,5,5,3,1,3,3,3,1,2,1,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1,1,1,1,9,7,6,4,2,6,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,,2,1,,,,,,2,,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1.0
10000504,1,1,3,3,1,1,3,9,6,2,2,5,1,1,5,3,2,6,1,2,1,4,5,3,3,4,3,5,4,3,1,5,3,1,4,3,3,3,5,3,1,3,1,3,1,2,1,2,2,1,2,2,4,1,1,1,1,1,2,1,1,2,2,1,3,2,1,2,2,1,1,1,1,1,1,8,7,5,4,2,3,2,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,3,,,1,1,,,,2,,2,,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1.0
10000505,1,1,3,6,1,1,1,1,1,1,5,3,3,1,4,2,4,4,5,3,1,4,5,3,5,1,3,5,4,3,1,5,3,1,4,3,3,3,5,3,1,3,3,2,2,1,1,1,2,1,2,2,6,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,2,1,1,1,1,2,6,16,13,10,7,4,6,3,3,2,2,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,2,1,2,1,4,4,,1,,,,,,,,,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
10000506,3,2,2,4,2,1,4,12,6,1,3,3,1,2,3,5,2,7,8,8,4,4,5,5,4,1,2,2,2,3,3,5,5,4,1,4,1,5,2,1,2,2,3,1,1,1,2,2,1,1,1,2,4,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,4,10,7,6,4,2,6,3,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,6,,1,,,,,10,,5,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1.0
10000507,2,2,3,5,1,1,5,1,2,1,1,3,1,2,4,3,2,6,5,2,1,5,5,3,2,2,3,1,4,3,1,5,3,1,2,2,1,3,5,3,1,2,1,2,1,2,1,1,1,1,2,1,3,2,2,1,1,2,2,2,2,2,2,1,3,2,1,2,2,2,1,1,1,1,5,8,6,5,4,2,5,2,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,4,1,1,1,1,4,,7,1,1,,,,,10,1,,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1.0
10000508,2,2,2,3,1,1,2,2,5,3,4,4,4,5,1,3,2,6,4,8,4,4,3,2,4,5,3,4,1,5,1,5,3,4,5,2,3,1,4,1,3,2,1,2,2,1,1,1,1,1,2,1,5,1,1,1,1,2,2,1,2,2,1,1,1,2,1,3,3,2,1,1,1,2,2,8,10,8,3,3,8,4,1,3,2,1,2,3,3,4,4,3,2,3,4,3,2,3,1,2,1,1,2,2,2,1,5,,6,1,,5,5,5,,9,,5,3,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1.0
10000509,4,1,2,4,2,1,1,6,1,1,3,4,5,1,4,5,4,5,6,5,4,4,5,4,5,1,4,1,4,3,4,1,1,1,4,3,1,3,4,1,2,2,3,3,2,2,2,2,1,1,2,2,6,2,1,2,1,2,2,1,2,1,2,1,3,2,1,2,2,2,1,1,1,2,5,16,12,9,6,4,8,3,4,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,1,2,1,2,1,4,4,,1,1,4,3,4,,,1,4,3,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1.0
10000510,3,1,2,5,1,1,2,1,3,1,4,2,2,1,2,5,3,4,3,2,1,1,5,3,3,1,3,2,4,1,1,5,3,1,1,3,5,2,5,4,2,2,1,2,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,1,1,1,1,1,1,4,9,7,6,4,3,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,,,2,,,,,,,,5,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1.0
10000511,4,1,3,3,1,1,3,1,2,3,5,2,3,1,1,3,2,6,1,2,1,4,5,3,3,1,2,5,4,3,1,5,3,1,4,3,3,3,5,3,1,3,2,2,1,1,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1,1,1,4,9,7,6,4,3,6,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,6,,,1,,,,,,2,,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0
10000512,4,1,2,5,1,1,2,10,5,3,5,3,2,1,1,5,4,8,8,8,2,5,4,5,2,1,4,3,4,5,3,5,1,1,4,1,3,2,4,4,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,2,1,1,2,2,1,3,2,1,2,2,1,1,1,1,1,4,6,5,5,4,3,3,2,4,5,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,3,1,1,3,1,2,1,4,,,,,2,4,6,1,,1,5,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1.0
10000513,1,1,3,5,1,1,3,1,6,3,2,3,2,1,1,3,6,4,8,2,1,4,5,1,3,1,3,1,4,1,1,5,3,1,4,3,1,3,5,3,3,2,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,1,3,2,1,2,2,1,1,1,1,1,3,8,7,5,4,2,5,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,,,,,,,,2,,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1.0
10000514,4,1,3,3,1,1,6,9,6,3,2,3,3,7,4,3,2,6,1,1,1,4,5,3,2,1,3,5,4,3,1,5,3,1,4,3,3,3,5,3,1,2,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,3,2,1,2,2,1,1,1,1,1,5,8,9,7,5,4,8,3,2,3,1,1,1,2,1,1,1,1,1,4,2,1,1,1,1,2,1,4,1,1,1,1,4,2,,,,4,5,5,2,,1,,3,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1.0
10000515,3,2,2,6,2,1,6,2,4,3,2,3,3,2,2,1,4,3,6,5,3,2,5,5,3,2,3,3,4,3,1,5,1,1,4,3,3,3,5,3,1,3,3,1,1,1,2,2,1,1,1,2,4,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,1,5,9,10,8,5,3,5,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,,6,,1,,,,,,1,,3,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1.0
10000516,5,2,2,2,1,1,1,9,6,2,4,4,3,5,4,3,2,6,4,2,1,2,5,4,3,1,4,5,4,3,1,1,3,1,4,2,2,2,4,3,1,3,3,3,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,1,3,2,1,2,3,2,1,1,1,1,3,9,7,5,4,2,5,3,4,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,,6,,1,,,,,6,1,,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1.0
10000517,4,2,1,3,1,1,6,2,3,1,4,3,2,6,2,3,4,7,4,1,1,2,5,1,1,5,3,2,1,3,4,2,1,1,2,3,5,2,2,4,1,1,1,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,2,1,2,2,1,4,2,1,2,3,2,1,1,1,1,4,9,7,6,4,3,6,3,2,4,2,1,2,2,1,1,2,2,1,2,2,1,2,3,3,2,1,1,1,1,2,1,4,,,,1,,,,1,5,,,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1.0
10000518,2,2,2,2,5,1,6,11,6,2,1,4,1,5,4,3,2,8,5,5,1,4,5,1,5,1,3,5,1,3,1,2,1,1,4,4,1,5,5,3,1,3,3,3,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,3,2,1,2,3,1,1,1,1,1,5,8,7,5,4,4,3,2,3,4,2,2,4,2,1,2,2,2,2,2,1,2,3,3,1,3,2,1,1,1,1,1,3,5,6,2,,1,5,2,,,2,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1.0
10000519,3,1,2,2,2,1,6,10,6,3,4,3,1,1,3,3,2,7,4,2,1,4,5,3,3,1,3,5,4,3,4,2,1,1,5,3,5,3,5,3,1,2,3,2,1,1,1,1,1,1,1,2,4,1,1,1,1,2,2,2,1,2,1,1,3,2,1,2,2,1,1,1,1,1,1,16,13,10,7,4,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,4,,1,1,,,,2,,,6,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1.0
10000520,4,1,2,5,3,1,1,1,2,3,3,3,5,1,4,3,1,5,7,2,1,4,5,3,3,1,3,2,4,1,1,4,3,1,4,3,5,3,5,3,1,3,1,3,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2,1,2,1,2,1,3,2,1,2,2,1,1,1,1,1,4,8,7,5,4,2,5,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,,,,,,,1,,1,,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1.0
10000521,1,1,1,5,4,1,6,10,6,1,3,2,3,3,4,1,6,7,3,1,3,1,4,5,1,4,1,3,4,4,5,2,3,5,2,3,3,2,4,4,1,2,1,2,1,1,2,1,1,2,1,2,3,1,1,1,1,1,2,2,1,2,1,1,3,1,1,2,2,1,1,1,1,1,3,9,7,6,4,3,7,3,2,2,1,1,2,1,2,4,2,2,1,2,1,3,3,1,3,2,1,1,2,1,2,1,4,2,,,1,,,,,7,1,,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1.0
10000522,1,1,3,5,2,1,1,12,6,3,2,4,3,3,2,3,1,6,8,1,1,1,5,3,3,2,4,4,5,1,3,5,3,1,1,3,3,3,3,3,1,2,1,2,1,1,2,1,1,1,1,2,4,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,2,1,1,1,1,1,6,16,11,7,6,4,6,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,4,5,,,1,,,,2,,,6,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1.0
10000523,2,2,2,6,1,1,1,1,2,1,5,1,4,4,4,3,1,8,2,4,1,2,5,3,3,1,3,5,4,4,1,5,1,1,4,3,3,4,1,3,1,2,3,3,1,2,2,2,1,1,2,2,5,1,1,1,1,1,2,1,2,2,1,1,3,2,2,2,3,2,1,1,1,1,2,16,13,10,7,4,4,2,3,4,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,5,5,3,,1,1,5,5,,,,,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1.0
10000524,3,1,2,6,3,1,1,12,6,2,5,5,5,1,4,3,4,6,4,3,1,4,4,3,3,1,3,5,4,3,1,5,1,1,4,3,3,3,5,3,1,3,1,3,1,2,2,2,1,1,2,2,3,1,1,1,1,2,2,2,1,2,2,1,3,2,1,2,2,1,1,1,1,1,2,6,7,8,6,4,3,2,3,5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,3,3,3,5,1,1,,,,,,2,4,3,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1.0
10000525,4,2,2,6,1,1,2,10,5,2,3,4,2,2,4,3,2,7,2,1,1,4,5,3,4,1,3,5,4,3,1,5,3,3,4,3,3,3,5,3,1,3,3,2,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,3,8,7,5,4,2,4,2,4,5,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,,,1,,,,,8,,5,4,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1.0
10000526,1,2,1,6,1,1,6,1,2,2,2,4,3,1,4,5,5,3,7,7,1,2,4,5,2,3,4,4,1,4,1,1,1,1,1,2,3,3,2,4,1,2,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,3,2,2,3,3,1,1,1,1,1,3,8,7,5,4,2,7,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,,1,,,,,3,1,4,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1.0
10000527,3,2,3,2,1,1,1,2,2,1,3,2,3,5,1,2,3,8,8,8,2,4,5,1,5,2,3,2,3,4,4,2,1,2,2,4,2,4,3,3,1,3,3,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,4,1,1,1,1,1,6,16,13,10,7,4,6,1,3,4,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,3,2,1,1,4,3,5,,1,,,,,,1,4,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1.0
